TMSTAMP,RECNBR,WaterTemp,SpCond,Cond,TDS,Salinity,ODOSat,ODO,Pressure,Depth,PH,Turbidity,FChlorophyll,MChlorophyll,FAlgae,MAlgae,fDom,QSEfDom,pHmv,Site
2/26/2019 12:00,22282,27.95,53.6,56.62,34.84,35.32,97.5,6.28,0.47,0.309,8.14,-0.31,0.28,0.99,0.04,2.16,0.05,0.15,-95.5,STRI
2/26/2019 12:06,22283,27.95,53.6,56.62,34.84,35.32,94.6,6.09,0.47,0.306,8.13,-0.52,0.29,1,-0.05,1.99,0.14,0.43,-94.5,STRI
2/26/2019 12:12,22284,27.95,53.58,56.61,34.83,35.31,93.6,6.03,0.45,0.296,8.12,-0.52,0.26,0.92,-0.03,2.03,0.2,0.61,-94,STRI
2/26/2019 12:24,22285,27.96,53.59,56.61,34.83,35.31,93.8,6.04,0.45,0.297,8.12,-0.52,0.25,0.89,-0.06,1.96,0.2,0.61,-93.9,STRI
2/26/2019 12:30,22286,27.96,53.58,56.61,34.83,35.3,93.1,5.99,0.43,0.28,8.11,-0.36,0.27,0.93,0,2.08,0.15,0.45,-93.5,STRI
2/26/2019 12:36,22287,27.97,53.58,56.62,34.83,35.3,93.9,6.04,0.43,0.28,8.11,-0.4,0.25,0.88,-0.07,1.94,0.35,1.04,-93.5,STRI
2/26/2019 12:42,22288,27.94,53.56,56.57,34.81,35.29,92.2,5.93,0.42,0.272,8.1,-0.51,0.24,0.86,-0.06,1.97,0.17,0.52,-93.1,STRI
2/26/2019 12:54,22289,27.94,53.56,56.57,34.81,35.29,93.1,6,0.43,0.277,8.1,-0.5,0.24,0.87,0,2.07,0.15,0.45,-93.3,STRI
2/26/2019 13:00,22290,27.91,53.52,56.49,34.79,35.26,92.7,5.97,0.41,0.265,8.1,-0.51,0.19,0.72,-0.12,1.85,0.12,0.36,-93.3,STRI
2/26/2019 13:06,22291,27.91,53.52,56.5,34.79,35.26,92.4,5.95,0.39,0.254,8.1,-0.53,0.21,0.78,-0.19,1.72,0.11,0.34,-93.1,STRI
2/26/2019 13:12,22292,27.94,53.52,56.53,34.79,35.26,93.5,6.02,0.4,0.262,8.11,-0.55,0.2,0.73,-0.19,1.72,0.22,0.67,-93.4,STRI
2/26/2019 13:24,22293,27.98,53.54,56.59,34.8,35.28,93.3,6,0.38,0.247,8.11,-0.43,0.17,0.65,-0.21,1.68,0.23,0.69,-93.3,STRI
2/26/2019 13:30,22294,28.04,53.56,56.67,34.81,35.28,94.8,6.1,0.38,0.243,8.11,-0.58,0.19,0.71,-0.21,1.67,0.14,0.43,-93.9,STRI
2/26/2019 13:36,22295,28.06,53.56,56.69,34.81,35.29,95.3,6.12,0.38,0.246,8.12,-0.56,0.16,0.61,-0.17,1.75,0.22,0.67,-94,STRI
2/26/2019 13:48,22296,28.13,53.6,56.81,34.84,35.31,94.3,6.05,0.36,0.23,8.11,-0.58,0.17,0.64,-0.22,1.67,0.17,0.52,-93.7,STRI
2/26/2019 13:54,22297,28.17,53.53,56.78,34.8,35.26,94.5,6.06,0.35,0.225,8.11,-0.55,0.18,0.69,-0.09,1.9,0.11,0.32,-93.8,STRI
2/26/2019 14:00,22298,28.17,53.51,56.75,34.78,35.24,94.5,6.06,0.35,0.223,8.11,-0.53,0.18,0.68,-0.12,1.84,0.09,0.28,-93.8,STRI
2/26/2019 14:06,22299,28.18,53.5,56.75,34.78,35.24,94.6,6.07,0.34,0.222,8.11,-0.56,0.18,0.66,-0.26,1.6,0.12,0.36,-93.8,STRI
2/26/2019 14:12,22300,28.19,53.51,56.77,34.78,35.24,94.6,6.07,0.34,0.217,8.11,-0.54,0.19,0.72,-0.18,1.75,0.09,0.26,-93.8,STRI
2/26/2019 14:18,22301,28.2,53.49,56.76,34.77,35.22,95.1,6.1,0.35,0.222,8.11,-0.38,0.16,0.63,-0.2,1.71,0.12,0.36,-93.9,STRI
2/26/2019 14:24,22302,28.22,53.48,56.76,34.76,35.22,95.2,6.1,0.34,0.218,8.11,-0.54,0.17,0.64,-0.1,1.89,0.2,0.6,-93.9,STRI
2/26/2019 14:30,22303,28.22,53.44,56.73,34.73,35.19,95.4,6.11,0.34,0.215,8.11,-0.57,0.18,0.68,-0.2,1.7,0.13,0.39,-93.9,STRI
2/26/2019 14:42,22304,28.23,53.43,56.73,34.73,35.18,95.6,6.13,0.34,0.216,8.12,-0.54,0.16,0.62,-0.28,1.55,0.11,0.34,-94,STRI
2/26/2019 14:48,22305,28.28,53.42,56.77,34.72,35.17,95.9,6.15,0.35,0.227,8.12,-0.55,0.17,0.66,-0.27,1.56,0.28,0.83,-94.1,STRI
2/26/2019 14:54,22306,28.29,53.4,56.76,34.71,35.16,95.8,6.14,0.34,0.22,8.12,-0.52,0.21,0.76,-0.15,1.8,0.32,0.96,-94,STRI
2/26/2019 15:06,22307,28.29,53.41,56.77,34.71,35.16,96.2,6.16,0.34,0.219,8.12,-0.51,0.21,0.77,-0.19,1.72,0.13,0.4,-94.1,STRI
2/26/2019 15:12,22308,28.32,53.34,56.72,34.67,35.12,96,6.15,0.34,0.22,8.11,-0.54,0.18,0.68,-0.23,1.64,0.21,0.64,-94,STRI
2/26/2019 15:18,22309,28.32,53.31,56.69,34.65,35.09,96,6.15,0.35,0.227,8.11,-0.58,0.19,0.72,-0.21,1.69,0.15,0.45,-93.9,STRI
2/26/2019 15:24,22310,28.32,53.31,56.69,34.65,35.09,96.1,6.16,0.34,0.219,8.11,-0.57,0.18,0.69,-0.2,1.7,0.42,1.26,-94,STRI
2/26/2019 15:36,22311,28.33,53.32,56.71,34.66,35.1,96.3,6.17,0.36,0.231,8.12,-0.48,0.19,0.72,-0.22,1.66,0.1,0.3,-94,STRI
2/26/2019 15:42,22312,28.35,53.33,56.74,34.66,35.1,97.3,6.23,0.36,0.23,8.12,-0.58,0.22,0.8,-0.18,1.75,0.05,0.16,-94.3,STRI
2/26/2019 15:48,22313,28.37,53.34,56.78,34.67,35.11,98.7,6.32,0.37,0.236,8.12,-0.54,0.22,0.78,-0.17,1.75,0.07,0.22,-94.5,STRI
2/26/2019 16:00,22314,28.38,53.35,56.8,34.68,35.12,99.4,6.36,0.37,0.236,8.13,-0.57,0.21,0.77,-0.09,1.9,0.48,1.43,-94.7,STRI
2/26/2019 16:06,22315,28.41,53.36,56.84,34.68,35.13,100.6,6.43,0.38,0.243,8.13,-0.6,0.26,0.9,-0.11,1.87,0.21,0.62,-94.9,STRI
2/26/2019 16:12,22316,28.43,53.38,56.88,34.7,35.14,101.6,6.49,0.39,0.25,8.14,-0.6,0.24,0.85,-0.1,1.9,0.46,1.38,-95.3,STRI
2/26/2019 16:18,22317,28.46,53.39,56.92,34.7,35.15,103.8,6.63,0.38,0.246,8.14,-0.58,0.23,0.84,-0.12,1.85,0.43,1.29,-95.6,STRI
2/26/2019 16:24,22318,28.48,53.4,56.94,34.71,35.15,104.6,6.68,0.39,0.253,8.14,-0.57,0.26,0.9,-0.15,1.79,0.3,0.9,-95.6,STRI
2/26/2019 16:30,22319,28.43,53.38,56.88,34.69,35.14,102.3,6.54,0.4,0.258,8.14,-0.61,0.28,0.99,-0.04,2,0.11,0.33,-95.4,STRI
2/26/2019 16:36,22320,28.4,53.32,56.78,34.66,35.1,100,6.39,0.41,0.264,8.13,-0.6,0.32,1.09,0.03,2.12,0.48,1.43,-95,STRI
2/26/2019 16:42,22321,28.39,53.3,56.75,34.64,35.08,99.6,6.37,0.41,0.264,8.13,-0.51,0.26,0.92,-0.08,1.93,0,0,-94.9,STRI
2/26/2019 16:54,22322,28.4,53.31,56.77,34.65,35.08,100.1,6.41,0.43,0.277,8.13,-0.57,0.34,1.16,-0.08,1.94,0.33,0.98,-95,STRI
2/26/2019 17:00,22323,28.4,53.29,56.75,34.64,35.08,99.4,6.36,0.44,0.287,8.13,-0.6,0.32,1.09,-0.1,1.9,0.26,0.78,-94.7,STRI
2/26/2019 17:06,22324,28.42,53.31,56.79,34.65,35.09,100.7,6.44,0.45,0.291,8.13,-0.58,0.32,1.1,-0.02,2.05,0.49,1.48,-95.1,STRI
2/26/2019 17:12,22325,28.43,53.32,56.81,34.66,35.09,100.5,6.42,0.46,0.298,8.13,-0.53,0.32,1.09,0,2.07,0.36,1.09,-95.1,STRI
2/26/2019 17:24,22326,28.4,53.3,56.76,34.65,35.08,99.7,6.38,0.46,0.304,8.13,-0.59,0.36,1.22,0.04,2.15,0.36,1.08,-94.8,STRI
2/26/2019 17:30,22327,28.37,53.3,56.73,34.65,35.08,99.7,6.38,0.48,0.317,8.13,-0.5,0.42,1.38,0.2,2.45,0.48,1.44,-94.8,STRI
2/26/2019 17:36,22328,28.37,53.31,56.73,34.65,35.09,99.9,6.39,0.49,0.322,8.13,-0.49,0.43,1.4,0.12,2.31,0.49,1.48,-94.8,STRI
2/26/2019 17:42,22329,28.37,53.32,56.75,34.65,35.09,99.8,6.39,0.49,0.325,8.13,-0.58,0.37,1.23,0.1,2.27,0.49,1.46,-94.8,STRI
2/26/2019 17:54,22330,28.36,53.32,56.74,34.66,35.1,100.3,6.42,0.51,0.332,8.13,-0.59,0.45,1.47,0.15,2.36,0.52,1.57,-94.9,STRI
2/26/2019 18:00,22331,28.35,53.34,56.75,34.67,35.11,100.5,6.43,0.53,0.348,8.13,-0.63,0.48,1.56,0.27,2.59,0.21,0.63,-95.1,STRI
2/26/2019 18:06,22332,28.36,53.35,56.77,34.68,35.12,100.5,6.43,0.53,0.351,8.14,-0.64,0.42,1.4,0.13,2.33,0.51,1.52,-95.2,STRI
2/26/2019 18:12,22333,28.36,53.36,56.79,34.68,35.13,101,6.46,0.55,0.361,8.13,-0.43,0.52,1.68,0.19,2.43,0.15,0.46,-95.1,STRI
2/26/2019 18:24,22334,28.35,53.36,56.77,34.68,35.13,101.2,6.48,0.55,0.364,8.14,-0.59,0.5,1.63,0.27,2.6,0.02,0.05,-95.2,STRI
2/26/2019 18:30,22335,28.34,53.36,56.77,34.69,35.13,101.8,6.52,0.57,0.38,8.14,-0.57,0.59,1.9,0.33,2.7,0.26,0.79,-95.2,STRI
2/26/2019 18:36,22336,28.35,53.36,56.77,34.68,35.13,102.1,6.54,0.58,0.387,8.14,-0.51,0.65,2.06,0.49,3.01,0.29,0.87,-95.4,STRI
2/26/2019 18:42,22337,28.34,53.36,56.77,34.68,35.13,104.2,6.67,0.59,0.388,8.14,-0.52,0.69,2.19,0.55,3.12,0.36,1.07,-95.7,STRI
2/26/2019 18:54,22338,28.34,53.36,56.76,34.68,35.12,105.1,6.73,0.6,0.399,8.15,-0.52,0.65,2.07,0.48,3,0.47,1.4,-95.7,STRI
2/26/2019 19:00,22339,28.33,53.35,56.75,34.68,35.12,103.1,6.6,0.61,0.405,8.14,-0.48,0.55,1.77,0.34,2.73,0.46,1.38,-95.4,STRI
2/26/2019 19:06,22340,28.32,53.35,56.73,34.68,35.12,102.6,6.57,0.61,0.407,8.14,-0.55,0.65,2.06,0.64,3.29,0.14,0.43,-95.3,STRI
2/26/2019 19:12,22341,28.3,53.35,56.72,34.68,35.12,101,6.47,0.63,0.421,8.13,-0.58,0.73,2.29,0.68,3.36,0.08,0.24,-95.1,STRI
2/26/2019 19:24,22342,28.3,53.35,56.71,34.68,35.12,101.1,6.48,0.63,0.419,8.13,-0.49,0.69,2.19,0.63,3.28,0.51,1.53,-95,STRI
2/26/2019 19:30,22343,28.29,53.35,56.7,34.67,35.12,100.2,6.42,0.64,0.427,8.13,-0.61,0.55,1.77,0.41,2.87,0.13,0.39,-94.9,STRI
2/26/2019 19:36,22344,28.29,53.35,56.7,34.68,35.12,99.2,6.36,0.65,0.43,8.13,-0.54,0.58,1.85,0.55,3.12,0.13,0.38,-94.8,STRI
2/26/2019 19:42,22345,28.31,53.35,56.72,34.68,35.12,100.4,6.43,0.66,0.437,8.14,-0.51,0.63,1.99,0.73,3.47,0.15,0.44,-95.1,STRI
2/26/2019 19:54,22346,28.32,53.37,56.74,34.69,35.13,100.7,6.45,0.65,0.434,8.13,-0.6,0.51,1.64,0.26,2.58,0.16,0.48,-95,STRI
2/26/2019 20:00,22347,28.32,53.38,56.77,34.7,35.14,100.8,6.45,0.66,0.438,8.14,-0.63,0.56,1.79,0.43,2.89,0.24,0.72,-95.2,STRI
2/26/2019 20:06,22348,28.31,53.38,56.76,34.7,35.14,102.2,6.55,0.67,0.443,8.14,-0.31,0.45,1.48,0.25,2.56,0.67,2.01,-95.5,STRI
2/26/2019 20:12,22349,28.31,53.38,56.75,34.7,35.14,103.1,6.6,0.67,0.443,8.14,-0.62,0.44,1.43,0.31,2.68,0.61,1.84,-95.5,STRI
2/26/2019 20:24,22350,28.31,53.39,56.76,34.7,35.15,102.4,6.56,0.66,0.436,8.14,-0.63,0.46,1.51,0.43,2.89,0.26,0.77,-95.5,STRI
2/26/2019 20:30,22351,28.31,53.41,56.79,34.72,35.17,103.4,6.62,0.66,0.438,8.15,-0.62,0.57,1.82,0.4,2.85,0.15,0.46,-95.8,STRI
2/26/2019 20:36,22352,28.28,53.4,56.74,34.71,35.16,104.5,6.69,0.66,0.441,8.15,-0.6,0.45,1.47,0.21,2.48,0.65,1.95,-96,STRI
2/26/2019 20:42,22353,28.28,53.39,56.73,34.7,35.15,103.6,6.64,0.65,0.435,8.15,-0.49,0.37,1.23,0.17,2.4,0.44,1.33,-95.7,STRI
2/26/2019 20:54,22354,28.31,53.43,56.81,34.73,35.18,102.5,6.56,0.66,0.437,8.14,-0.28,0.42,1.37,0.28,2.61,0.49,1.48,-95.6,STRI
2/26/2019 21:00,22355,28.31,53.49,56.87,34.77,35.22,101.4,6.49,0.66,0.438,8.14,-0.57,0.44,1.45,0.34,2.72,0.29,0.88,-95.4,STRI
2/26/2019 21:06,22356,28.25,53.51,56.83,34.78,35.24,103.9,6.65,0.65,0.432,8.15,-0.33,0.68,2.14,0.74,3.49,0.39,1.16,-96,STRI
2/26/2019 21:12,22357,28.22,53.45,56.73,34.74,35.19,106.2,6.81,0.64,0.424,8.16,-0.47,0.74,2.31,0.68,3.36,0.17,0.51,-96.5,STRI
2/26/2019 21:24,22358,28.23,53.42,56.71,34.72,35.17,105.4,6.76,0.64,0.426,8.15,-0.53,0.48,1.57,0.35,2.73,0.18,0.55,-95.9,STRI
2/26/2019 21:30,22359,28.24,53.42,56.72,34.72,35.18,103.6,6.64,0.62,0.414,8.15,-0.51,0.41,1.37,0.16,2.38,0.2,0.59,-95.9,STRI
2/26/2019 21:36,22360,28.26,53.47,56.79,34.76,35.21,102.3,6.55,0.62,0.412,8.14,-0.59,0.46,1.51,0.16,2.37,0.7,2.1,-95.6,STRI
2/26/2019 21:42,22361,28.27,53.55,56.89,34.81,35.27,102.2,6.54,0.61,0.406,8.14,-0.62,0.49,1.58,0.19,2.44,0.02,0.07,-95.4,STRI
2/26/2019 21:54,22362,28.33,53.73,57.14,34.92,35.4,100,6.39,0.6,0.4,8.14,-0.63,0.41,1.36,0.22,2.5,0.03,0.08,-95.2,STRI
2/26/2019 22:00,22363,28.31,53.71,57.11,34.91,35.39,99.8,6.38,0.59,0.394,8.14,-0.58,0.48,1.57,0.34,2.73,0.36,1.09,-95.4,STRI
2/26/2019 22:06,22364,28.29,53.55,56.91,34.81,35.27,100.3,6.42,0.58,0.382,8.14,-0.62,0.43,1.4,0.29,2.64,0.07,0.2,-95.2,STRI
2/26/2019 22:12,22365,28.22,53.49,56.78,34.77,35.23,102.2,6.55,0.57,0.38,8.15,-0.6,0.51,1.64,0.38,2.81,0.36,1.08,-95.7,STRI
2/26/2019 22:24,22366,28.24,53.52,56.83,34.79,35.25,101.4,6.5,0.58,0.381,8.15,-0.61,0.48,1.57,0.31,2.67,0.41,1.23,-95.7,STRI
2/26/2019 22:30,22367,28.11,53.48,56.65,34.76,35.22,103.2,6.63,0.56,0.368,8.15,-0.57,0.56,1.79,0.31,2.66,0.35,1.04,-95.9,STRI
2/26/2019 22:36,22368,28.09,53.48,56.63,34.76,35.22,103.8,6.67,0.55,0.362,8.15,-0.47,0.55,1.76,0.4,2.83,0.48,1.44,-95.9,STRI
2/26/2019 22:42,22369,28.15,53.52,56.74,34.79,35.25,102.8,6.59,0.54,0.353,8.15,-0.53,0.51,1.64,0.36,2.77,0.19,0.58,-95.8,STRI
2/26/2019 22:54,22370,28.12,53.51,56.7,34.78,35.25,104.1,6.68,0.54,0.355,8.15,-0.48,0.58,1.86,0.39,2.81,0.25,0.74,-96,STRI
2/26/2019 23:00,22371,28.13,53.6,56.8,34.84,35.31,102.5,6.58,0.52,0.344,8.15,-0.57,0.52,1.68,0.39,2.82,0.28,0.85,-96,STRI
2/26/2019 23:06,22372,28.14,53.6,56.82,34.84,35.31,101.5,6.51,0.51,0.338,8.15,-0.53,0.45,1.47,0.25,2.55,0.23,0.69,-95.9,STRI
2/26/2019 23:18,22373,28.11,53.6,56.79,34.84,35.32,101.6,6.52,0.51,0.333,8.15,-0.57,0.48,1.55,0.32,2.69,0.29,0.88,-95.9,STRI
2/26/2019 23:24,22374,28.08,53.6,56.74,34.84,35.31,100.5,6.46,0.49,0.323,8.15,-0.56,0.47,1.54,0.26,2.58,0.36,1.07,-95.8,STRI
2/26/2019 23:30,22375,28.08,53.59,56.74,34.83,35.31,99.7,6.4,0.5,0.326,8.14,-0.53,0.45,1.46,0.19,2.44,0.41,1.22,-95.5,STRI
2/26/2019 23:36,22376,28.1,53.59,56.76,34.83,35.31,99.8,6.41,0.49,0.32,8.14,-0.47,0.47,1.53,0.29,2.64,0.38,1.13,-95.5,STRI
2/26/2019 23:48,22377,28.08,53.57,56.72,34.82,35.29,100,6.42,0.48,0.313,8.14,-0.48,0.5,1.61,0.35,2.73,0.38,1.13,-95.5,STRI
2/26/2019 23:54,22378,28.05,53.58,56.7,34.83,35.3,99.5,6.4,0.48,0.313,8.15,-0.51,0.5,1.61,0.24,2.54,0.26,0.79,-95.6,STRI
2/27/2019 0:00,22379,28.05,53.58,56.69,34.82,35.3,99.7,6.4,0.48,0.315,8.14,-0.51,0.51,1.65,0.16,2.39,0.36,1.07,-95.5,STRI
2/27/2019 0:12,22380,28.03,53.58,56.68,34.83,35.3,99.6,6.4,0.48,0.312,8.14,-0.58,0.51,1.65,0.23,2.52,0.33,0.99,-95.6,STRI
2/27/2019 0:18,22381,28,53.57,56.65,34.82,35.3,100,6.43,0.48,0.312,8.15,-0.55,0.47,1.55,0.25,2.56,0.26,0.79,-95.7,STRI
2/27/2019 0:24,22382,27.99,53.58,56.64,34.82,35.3,100.1,6.44,0.48,0.315,8.15,-0.56,0.46,1.5,0.2,2.45,0.21,0.63,-95.7,STRI
2/27/2019 0:36,22383,28,53.59,56.66,34.83,35.31,100.1,6.44,0.47,0.307,8.15,-0.57,0.46,1.51,0.28,2.61,0.28,0.85,-95.8,STRI
2/27/2019 0:42,22384,28.02,53.63,56.72,34.86,35.34,98.6,6.34,0.47,0.31,8.14,-0.47,0.51,1.65,0.26,2.58,0.24,0.72,-95.4,STRI
2/27/2019 0:48,22385,28.03,53.65,56.76,34.87,35.35,97.2,6.25,0.48,0.317,8.14,-0.45,0.48,1.58,0.23,2.51,0.33,1,-95.1,STRI
2/27/2019 0:54,22386,28.04,53.65,56.77,34.87,35.35,95.9,6.16,0.47,0.308,8.13,-0.5,0.44,1.44,0.18,2.42,0.3,0.9,-95,STRI
2/27/2019 1:06,22387,28.02,53.66,56.75,34.88,35.36,96.2,6.19,0.48,0.315,8.13,-0.24,0.5,1.61,0.31,2.66,0.28,0.84,-94.9,STRI
2/27/2019 1:12,22388,28,53.64,56.71,34.87,35.35,97,6.24,0.48,0.316,8.14,-0.39,0.51,1.66,0.25,2.55,0.23,0.69,-95,STRI
2/27/2019 1:18,22389,27.98,53.63,56.69,34.86,35.34,96.4,6.2,0.49,0.322,8.13,-0.43,0.5,1.63,0.3,2.66,0.23,0.68,-95,STRI
2/27/2019 1:30,22390,27.98,53.63,56.69,34.86,35.34,95.6,6.15,0.49,0.322,8.13,-0.45,0.45,1.47,0.12,2.3,0.47,1.4,-94.8,STRI
2/27/2019 1:36,22391,27.97,53.63,56.66,34.86,35.34,95.1,6.12,0.5,0.326,8.13,-0.43,0.47,1.54,0.22,2.5,0.24,0.71,-94.7,STRI
2/27/2019 1:42,22392,27.96,53.63,56.66,34.86,35.34,94.9,6.1,0.5,0.329,8.13,-0.33,0.48,1.57,0.21,2.48,0.52,1.56,-94.6,STRI
2/27/2019 1:48,22393,27.96,53.62,56.65,34.86,35.33,94,6.05,0.51,0.338,8.13,-0.37,0.41,1.36,0.07,2.21,0.27,0.81,-94.5,STRI
2/27/2019 2:00,22394,27.96,53.63,56.66,34.86,35.34,93.9,6.04,0.51,0.337,8.12,-0.48,0.45,1.47,0.13,2.33,0.25,0.76,-94.4,STRI
2/27/2019 2:06,22395,27.98,53.66,56.71,34.88,35.36,93.1,5.99,0.52,0.345,8.12,-0.37,0.4,1.32,0.03,2.14,0.43,1.28,-94.3,STRI
2/27/2019 2:12,22396,27.96,53.65,56.69,34.87,35.36,92.4,5.94,0.54,0.354,8.12,-0.47,0.4,1.31,0.13,2.32,0.24,0.71,-94.2,STRI
2/27/2019 2:18,22397,27.98,53.67,56.72,34.88,35.37,92.5,5.95,0.54,0.357,8.12,-0.43,0.42,1.39,0.11,2.29,0.45,1.35,-94.1,STRI
2/27/2019 2:30,22398,27.98,53.67,56.73,34.89,35.37,92,5.92,0.54,0.358,8.12,-0.54,0.37,1.23,0.08,2.23,0.43,1.29,-94.1,STRI
2/27/2019 2:36,22399,27.99,53.68,56.74,34.89,35.37,91.6,5.89,0.56,0.369,8.12,-0.47,0.37,1.23,0.1,2.27,0.22,0.65,-94.2,STRI
2/27/2019 2:42,22400,28,53.68,56.76,34.89,35.38,92.3,5.93,0.57,0.374,8.12,-0.5,0.45,1.47,0.14,2.35,0.27,0.81,-94.1,STRI
2/27/2019 2:48,22401,28,53.68,56.75,34.89,35.37,91.3,5.87,0.58,0.381,8.12,-0.47,0.39,1.29,0.09,2.26,0.27,0.81,-94,STRI
2/27/2019 3:00,22402,27.99,53.68,56.75,34.89,35.38,91.3,5.87,0.58,0.387,8.11,-0.35,0.4,1.31,0.09,2.26,0.45,1.34,-93.9,STRI
2/27/2019 3:06,22403,28.08,53.8,56.96,34.97,35.46,88.9,5.7,0.61,0.402,8.11,-0.55,0.36,1.21,-0.01,2.06,0.26,0.79,-93.5,STRI
2/27/2019 3:12,22404,27.97,53.74,56.79,34.93,35.42,90.5,5.82,0.61,0.402,8.11,-0.57,0.5,1.62,0.17,2.41,0.38,1.13,-93.5,STRI
2/27/2019 3:18,22405,28.01,53.74,56.83,34.93,35.42,89.9,5.77,0.62,0.415,8.11,-0.56,0.45,1.48,0.23,2.52,0.26,0.77,-93.5,STRI
2/27/2019 3:30,22406,28.05,53.76,56.89,34.94,35.43,89.2,5.73,0.63,0.419,8.11,-0.5,0.37,1.23,0.16,2.38,0.27,0.81,-93.6,STRI
2/27/2019 3:36,22407,28.01,53.79,56.88,34.96,35.45,90.3,5.8,0.65,0.432,8.11,-0.49,0.45,1.46,0.06,2.19,0.38,1.15,-93.6,STRI
2/27/2019 3:42,22408,28.03,53.79,56.9,34.96,35.46,90.4,5.81,0.66,0.439,8.11,-0.52,0.51,1.66,0.39,2.82,0.34,1.01,-93.7,STRI
2/27/2019 3:48,22409,28.06,53.81,56.95,34.98,35.47,89.4,5.74,0.68,0.45,8.11,-0.54,0.39,1.29,0.18,2.42,0.32,0.97,-93.5,STRI
2/27/2019 4:00,22410,28.05,53.82,56.96,34.98,35.48,89.9,5.77,0.68,0.454,8.11,-0.55,0.52,1.67,0.42,2.87,0.32,0.95,-93.6,STRI
2/27/2019 4:06,22411,28.07,53.84,56.99,34.99,35.49,91.6,5.88,0.71,0.471,8.12,-0.52,0.56,1.79,0.42,2.88,0.21,0.62,-94,STRI
2/27/2019 4:12,22412,28.07,53.85,57.01,35,35.5,91.3,5.86,0.71,0.475,8.12,-0.5,0.51,1.65,0.36,2.76,0.17,0.52,-94,STRI
2/27/2019 4:18,22413,28.08,53.88,57.04,35.02,35.52,91.8,5.89,0.72,0.482,8.12,-0.51,0.48,1.57,0.19,2.44,0.34,1.01,-93.9,STRI
2/27/2019 4:30,22414,28.11,53.86,57.06,35.01,35.5,91.8,5.89,0.74,0.495,8.12,-0.52,0.48,1.56,0.3,2.65,0.17,0.51,-94.1,STRI
2/27/2019 4:36,22415,28.06,53.89,57.03,35.03,35.53,92.3,5.92,0.75,0.5,8.12,-0.46,0.48,1.56,0.2,2.46,0.31,0.93,-94.2,STRI
2/27/2019 4:42,22416,28.08,53.85,57.01,35,35.5,92.1,5.91,0.77,0.513,8.12,-0.48,0.52,1.69,0.29,2.62,0.14,0.41,-94.2,STRI
2/27/2019 4:48,22417,28.09,53.89,57.06,35.03,35.53,92,5.9,0.77,0.514,8.12,-0.46,0.52,1.69,0.3,2.64,0.19,0.57,-94.1,STRI
2/27/2019 5:00,22418,28.07,53.89,57.05,35.03,35.53,93.1,5.97,0.79,0.53,8.12,-0.53,0.52,1.68,0.25,2.56,0.28,0.83,-94.4,STRI
2/27/2019 5:06,22419,28.12,53.92,57.14,35.05,35.55,92,5.9,0.81,0.546,8.12,-0.53,0.48,1.56,0.22,2.5,0.19,0.58,-94.1,STRI
2/27/2019 5:12,22420,28.11,53.9,57.11,35.04,35.54,92.7,5.94,0.81,0.546,8.12,-0.53,0.47,1.54,0.21,2.48,0.24,0.73,-94.4,STRI
2/27/2019 5:18,22421,28.12,53.9,57.11,35.04,35.54,92.1,5.9,0.82,0.551,8.12,-0.42,0.45,1.48,0.14,2.34,0.29,0.87,-94.3,STRI
2/27/2019 5:30,22422,28.11,53.91,57.12,35.04,35.54,91.1,5.84,0.83,0.556,8.12,-0.61,0.45,1.47,0.23,2.52,0.3,0.9,-94,STRI
2/27/2019 5:36,22423,28.14,53.93,57.15,35.05,35.55,89.5,5.74,0.85,0.573,8.11,-0.44,0.4,1.31,0.16,2.38,0.09,0.27,-93.7,STRI
2/27/2019 5:42,22424,28.12,53.93,57.14,35.06,35.56,90.2,5.78,0.85,0.571,8.11,-0.46,0.43,1.42,0.18,2.43,0.25,0.74,-93.8,STRI
2/27/2019 5:48,22425,28.12,53.93,57.14,35.05,35.56,89.2,5.72,0.87,0.584,8.11,-0.58,0.38,1.27,0.07,2.22,0.11,0.34,-93.6,STRI
2/27/2019 6:00,22426,28.1,53.94,57.13,35.06,35.56,89.7,5.75,0.88,0.588,8.11,-0.53,0.42,1.39,0.07,2.21,0.17,0.5,-93.8,STRI
2/27/2019 6:06,22427,28.1,53.95,57.14,35.07,35.57,89.2,5.72,0.9,0.603,8.11,-0.55,0.38,1.28,0.06,2.2,0.25,0.75,-93.6,STRI
2/27/2019 6:12,22428,28.11,53.96,57.16,35.07,35.58,89.3,5.73,0.91,0.609,8.11,-0.17,0.42,1.38,0.18,2.42,0.32,0.96,-93.7,STRI
2/27/2019 6:18,22429,28.1,53.98,57.18,35.08,35.59,89.9,5.76,0.91,0.613,8.11,-0.54,0.38,1.28,0.02,2.13,0.16,0.48,-93.8,STRI
2/27/2019 6:30,22430,28.1,53.99,57.19,35.09,35.6,90.5,5.8,0.91,0.614,8.12,-0.5,0.42,1.38,0.09,2.25,0.09,0.26,-94,STRI
2/27/2019 6:36,22431,28.08,53.97,57.14,35.08,35.59,89,5.71,0.92,0.62,8.11,-0.42,0.4,1.33,0.04,2.15,0.2,0.6,-93.7,STRI
2/27/2019 6:42,22432,28.07,53.98,57.14,35.08,35.59,89.2,5.72,0.94,0.635,8.11,-0.51,0.39,1.3,0.06,2.19,0.23,0.69,-93.7,STRI
