TMSTAMP,RECNBR,WaterTemp,SpCond,Cond,TDS,Salinity,ODOSat,ODO,Pressure,Depth,PH,Turbidity,FChlorophyll,MChlorophyll,FAlgae,MAlgae,fDom,QSEfDom,pHmv,Site
1/21/2019 17:42,15408,28.35,54.31,57.79,35.3,35.83,111.5,7.11,0.77,0.512,8.08,0.24,0.28,0.87,-0.33,0.69,0.43,1.3,-92,STRI
1/21/2019 17:48,15409,28.34,54.3,57.77,35.3,35.83,112,7.14,0.76,0.506,8.08,0.27,0.27,0.83,-0.26,0.82,0.46,1.38,-92.2,STRI
1/21/2019 18:00,15410,28.34,54.31,57.78,35.3,35.84,112.8,7.2,0.74,0.497,8.09,0.21,0.33,1.02,-0.25,0.84,0.45,1.34,-92.5,STRI
1/21/2019 18:06,15411,28.29,54.32,57.73,35.31,35.84,110,7.02,0.73,0.486,8.07,0.27,0.28,0.87,-0.25,0.85,0.46,1.37,-91.6,STRI
1/21/2019 18:12,15412,28.26,54.33,57.72,35.31,35.85,108.1,6.9,0.72,0.481,8.07,0.32,0.36,1.1,-0.12,1.09,0.43,1.3,-91.3,STRI
1/21/2019 18:24,15413,28.26,54.32,57.7,35.3,35.84,108,6.89,0.71,0.472,8.07,0.24,0.4,1.22,-0.22,0.9,0.44,1.31,-91.2,STRI
1/21/2019 18:30,15414,28.24,54.32,57.68,35.31,35.84,108,6.9,0.69,0.457,8.07,0.33,0.5,1.51,0.01,1.34,0.45,1.34,-91.2,STRI
1/21/2019 18:36,15415,28.24,54.32,57.68,35.31,35.84,107.3,6.85,0.68,0.452,8.07,0.26,0.37,1.13,-0.15,1.02,0.45,1.34,-91.1,STRI
1/21/2019 18:42,15416,28.24,54.32,57.68,35.31,35.84,108.8,6.95,0.67,0.447,8.07,0.24,0.49,1.49,-0.1,1.13,0.47,1.41,-91.4,STRI
1/21/2019 18:54,15417,28.23,54.32,57.68,35.31,35.85,106.6,6.81,0.66,0.437,8.07,0.28,0.4,1.22,-0.08,1.16,0.43,1.28,-91.2,STRI
1/21/2019 19:00,15418,28.25,54.32,57.68,35.31,35.84,113.6,7.25,0.64,0.428,8.09,0.25,0.43,1.33,0,1.31,0.52,1.55,-92.7,STRI
1/21/2019 19:06,15419,28.27,54.34,57.73,35.32,35.85,115.5,7.37,0.64,0.425,8.1,0.35,0.38,1.16,-0.15,1.03,0.51,1.52,-93,STRI
1/21/2019 19:12,15420,28.29,54.33,57.74,35.32,35.85,116.5,7.44,0.63,0.418,8.1,0.26,0.34,1.05,-0.15,1.03,0.55,1.65,-93.3,STRI
1/21/2019 19:24,15421,28.3,54.33,57.76,35.31,35.85,116.9,7.46,0.62,0.412,8.1,0.3,0.41,1.24,-0.16,1.02,0.55,1.65,-93.2,STRI
1/21/2019 19:30,15422,28.24,54.33,57.69,35.32,35.85,111.3,7.11,0.62,0.409,8.08,0.29,0.42,1.29,-0.11,1.1,0.54,1.63,-92.1,STRI
1/21/2019 19:36,15423,28.2,54.32,57.64,35.31,35.85,107.3,6.86,0.6,0.401,8.07,0.23,0.44,1.35,-0.08,1.17,0.52,1.56,-91.1,STRI
1/21/2019 19:42,15424,28.22,54.32,57.66,35.3,35.84,109.3,6.98,0.6,0.397,8.07,0.34,0.33,1.01,-0.1,1.12,0.53,1.59,-91.6,STRI
1/21/2019 19:54,15425,28.23,54.31,57.66,35.3,35.84,112.1,7.16,0.59,0.39,8.08,0.3,0.39,1.21,-0.11,1.11,0.58,1.74,-92,STRI
1/21/2019 20:00,15426,28.21,54.32,57.65,35.31,35.85,108.5,6.94,0.59,0.391,8.07,0.33,0.34,1.05,-0.18,0.97,0.58,1.73,-91.4,STRI
1/21/2019 20:06,15427,28.21,54.32,57.65,35.31,35.85,110.8,7.08,0.59,0.388,8.08,0.26,0.34,1.04,-0.26,0.81,0.57,1.72,-91.8,STRI
1/21/2019 20:12,15428,28.18,54.33,57.63,35.32,35.85,104.7,6.69,0.59,0.387,8.05,0.2,0.28,0.87,-0.32,0.71,0.5,1.5,-90.4,STRI
1/21/2019 20:24,15429,28.17,54.33,57.61,35.31,35.85,105.7,6.76,0.59,0.388,8.06,0.29,0.33,1.02,-0.19,0.96,0.52,1.56,-90.7,STRI
1/21/2019 20:30,15430,28.15,54.34,57.61,35.32,35.86,103.7,6.63,0.58,0.386,8.05,0.26,0.33,1.01,-0.22,0.9,0.45,1.34,-90,STRI
1/21/2019 20:36,15431,28.16,54.33,57.61,35.32,35.86,106.3,6.79,0.59,0.393,8.06,0.36,0.36,1.12,-0.23,0.87,0.49,1.47,-90.8,STRI
1/21/2019 20:42,15432,28.14,54.33,57.59,35.32,35.86,102.3,6.54,0.59,0.388,8.04,0.22,0.33,1.03,-0.15,1.03,0.46,1.37,-89.9,STRI
1/21/2019 20:54,15433,28.15,54.33,57.6,35.32,35.86,106.7,6.82,0.59,0.394,8.07,0.23,0.34,1.04,-0.23,0.88,0.48,1.45,-91.2,STRI
1/21/2019 21:00,15434,28.12,54.33,57.58,35.32,35.86,103.2,6.6,0.6,0.399,8.05,0.21,0.3,0.94,-0.3,0.75,0.47,1.41,-90.2,STRI
1/21/2019 21:06,15435,28.13,54.34,57.58,35.32,35.86,103.3,6.61,0.6,0.395,8.06,0.25,0.33,1.02,-0.18,0.98,0.47,1.41,-90.5,STRI
1/21/2019 21:12,15436,28.12,54.33,57.57,35.31,35.85,104.6,6.69,0.61,0.407,8.06,0.32,0.31,0.95,-0.14,1.06,0.5,1.49,-90.9,STRI
1/21/2019 21:24,15437,28.11,54.33,57.56,35.32,35.86,104.3,6.67,0.61,0.404,8.06,0.24,0.27,0.84,-0.26,0.82,0.49,1.46,-90.8,STRI
1/21/2019 21:30,15438,28.1,54.33,57.55,35.31,35.86,103.2,6.6,0.62,0.415,8.06,0.2,0.35,1.06,-0.18,0.98,0.49,1.46,-90.7,STRI
1/21/2019 21:36,15439,28.1,54.33,57.55,35.32,35.86,104,6.65,0.63,0.419,8.06,0.28,0.34,1.05,-0.21,0.92,0.51,1.52,-90.8,STRI
1/21/2019 21:42,15440,28.09,54.34,57.54,35.32,35.86,103.7,6.64,0.63,0.42,8.06,0.24,0.27,0.85,-0.29,0.76,0.48,1.43,-90.7,STRI
1/21/2019 21:54,15441,28.08,54.34,57.53,35.32,35.86,103.8,6.65,0.65,0.43,8.06,0.3,0.24,0.74,-0.24,0.86,0.49,1.47,-90.8,STRI
1/21/2019 22:00,15442,28.06,54.33,57.51,35.31,35.86,102.4,6.56,0.66,0.436,8.05,0.24,0.32,0.97,-0.17,1,0.46,1.39,-90.4,STRI
1/21/2019 22:06,15443,28.06,54.33,57.5,35.32,35.86,102.7,6.58,0.66,0.439,8.06,0.25,0.34,1.05,-0.17,0.99,0.47,1.42,-90.6,STRI
1/21/2019 22:12,15444,28.05,54.33,57.49,35.31,35.85,102.9,6.59,0.68,0.45,8.06,0.24,0.33,1,-0.22,0.9,0.48,1.44,-90.7,STRI
1/21/2019 22:24,15445,28.04,54.33,57.48,35.31,35.86,102.9,6.59,0.67,0.447,8.06,0.83,0.34,1.05,-0.25,0.84,0.48,1.44,-90.7,STRI
1/21/2019 22:30,15446,28.03,54.33,57.47,35.31,35.86,102.4,6.56,0.68,0.455,8.06,0.3,0.35,1.07,-0.16,1.02,0.49,1.47,-90.6,STRI
1/21/2019 22:36,15447,28.02,54.33,57.46,35.31,35.86,102.3,6.56,0.69,0.461,8.06,0.36,0.37,1.14,-0.18,0.97,0.48,1.43,-90.6,STRI
1/21/2019 22:42,15448,28.02,54.33,57.46,35.31,35.86,101.5,6.51,0.7,0.465,8.06,0.27,0.36,1.11,-0.18,0.97,0.49,1.46,-90.5,STRI
1/21/2019 22:54,15449,28,54.33,57.44,35.31,35.86,100.7,6.46,0.7,0.464,8.05,0.31,0.38,1.16,-0.1,1.12,0.49,1.46,-90.3,STRI
1/21/2019 23:00,15450,28,54.33,57.43,35.31,35.86,99.1,6.35,0.71,0.47,8.05,0.22,0.39,1.19,-0.08,1.17,0.47,1.4,-90.1,STRI
1/21/2019 23:06,15451,27.98,54.32,57.42,35.31,35.85,98.7,6.33,0.72,0.481,8.04,0.26,0.3,0.93,-0.31,0.73,0.47,1.42,-89.9,STRI
1/21/2019 23:12,15452,27.98,54.32,57.41,35.31,35.85,98.8,6.34,0.72,0.481,8.05,0.37,0.37,1.12,-0.12,1.09,0.45,1.36,-90,STRI
1/21/2019 23:24,15453,27.98,54.32,57.41,35.31,35.85,98.5,6.32,0.72,0.48,8.05,0.36,0.32,1,-0.15,1.03,0.46,1.39,-90,STRI
1/21/2019 23:30,15454,27.95,54.32,57.38,35.31,35.86,98.4,6.31,0.73,0.484,8.05,0.22,0.3,0.93,-0.28,0.79,0.47,1.4,-90,STRI
1/21/2019 23:36,15455,27.95,54.32,57.39,35.31,35.85,97.1,6.23,0.74,0.491,8.04,0.22,0.29,0.91,-0.28,0.78,0.47,1.41,-89.7,STRI
1/21/2019 23:42,15456,27.94,54.32,57.38,35.31,35.86,97.1,6.23,0.73,0.486,8.04,0.25,0.3,0.92,-0.27,0.8,0.47,1.4,-89.8,STRI
1/21/2019 23:54,15457,27.94,54.32,57.37,35.31,35.85,97,6.23,0.73,0.489,8.04,0.25,0.31,0.97,-0.19,0.96,0.45,1.36,-89.7,STRI
1/22/2019 0:00,15458,27.92,54.32,57.35,35.31,35.85,96.7,6.21,0.74,0.492,8.04,0.31,0.3,0.93,-0.24,0.87,0.47,1.42,-89.7,STRI
1/22/2019 0:06,15459,27.93,54.32,57.35,35.31,35.85,96.3,6.18,0.75,0.5,8.04,0.29,0.29,0.9,-0.3,0.74,0.46,1.39,-89.6,STRI
1/22/2019 0:12,15460,27.92,54.32,57.36,35.31,35.86,96.1,6.17,0.75,0.498,8.04,0.24,0.32,0.97,-0.23,0.87,0.47,1.41,-89.5,STRI
1/22/2019 0:24,15461,27.92,54.32,57.35,35.31,35.85,96,6.17,0.75,0.502,8.04,0.21,0.26,0.81,-0.22,0.89,0.47,1.42,-89.6,STRI
1/22/2019 0:30,15462,27.91,54.32,57.34,35.31,35.85,95.9,6.16,0.76,0.509,8.04,0.22,0.26,0.81,-0.29,0.76,0.47,1.4,-89.6,STRI
1/22/2019 0:36,15463,27.9,54.32,57.33,35.31,35.85,95.5,6.13,0.76,0.508,8.04,0.38,0.29,0.91,-0.31,0.73,0.47,1.4,-89.5,STRI
1/22/2019 0:42,15464,27.89,54.32,57.31,35.31,35.85,95.6,6.14,0.75,0.504,8.04,0.27,0.28,0.87,-0.38,0.59,0.47,1.42,-89.5,STRI
1/22/2019 0:54,15465,27.88,54.32,57.32,35.31,35.86,95.7,6.14,0.76,0.505,8.04,2.02,0.32,0.97,-0.21,0.92,0.46,1.37,-89.5,STRI
1/22/2019 1:00,15466,27.87,54.32,57.29,35.31,35.85,95.3,6.12,0.77,0.516,8.04,0.23,0.27,0.85,-0.26,0.82,0.46,1.39,-89.4,STRI
1/22/2019 1:06,15467,27.85,54.32,57.27,35.31,35.85,95.6,6.14,0.77,0.516,8.04,0.25,0.29,0.9,-0.26,0.82,0.46,1.37,-89.5,STRI
1/22/2019 1:12,15468,27.85,54.32,57.27,35.3,35.85,95.3,6.12,0.77,0.516,8.04,0.26,0.28,0.87,-0.42,0.52,0.46,1.39,-89.4,STRI
1/22/2019 1:24,15469,27.84,54.32,57.26,35.3,35.85,95.2,6.12,0.78,0.519,8.04,0.23,0.29,0.9,-0.23,0.87,0.46,1.37,-89.4,STRI
1/22/2019 1:30,15470,27.82,54.31,57.24,35.3,35.85,94.9,6.1,0.78,0.524,8.04,0.27,0.33,1.03,-0.17,1,0.45,1.35,-89.4,STRI
1/22/2019 1:36,15471,27.82,54.31,57.24,35.3,35.85,95,6.11,0.79,0.528,8.04,0.24,0.29,0.9,-0.23,0.87,0.44,1.31,-89.4,STRI
1/22/2019 1:42,15472,27.82,54.32,57.24,35.31,35.86,94.4,6.07,0.79,0.528,8.04,0.24,0.29,0.91,-0.32,0.7,0.45,1.35,-89.3,STRI
1/22/2019 1:54,15473,27.81,54.31,57.23,35.3,35.85,94.3,6.07,0.8,0.533,8.04,0.25,0.26,0.81,-0.34,0.66,0.45,1.35,-89.3,STRI
1/22/2019 2:00,15474,27.8,54.32,57.23,35.31,35.86,93.5,6.02,0.79,0.531,8.03,0.24,0.29,0.89,-0.14,1.06,0.45,1.36,-89.2,STRI
1/22/2019 2:06,15475,27.78,54.31,57.2,35.3,35.85,94.5,6.08,0.8,0.536,8.04,0.31,0.3,0.93,-0.28,0.78,0.43,1.3,-89.3,STRI
1/22/2019 2:12,15476,27.77,54.32,57.18,35.3,35.85,94.2,6.06,0.8,0.533,8.04,0.27,0.29,0.91,-0.25,0.85,0.44,1.33,-89.3,STRI
1/22/2019 2:24,15477,27.76,54.31,57.17,35.3,35.85,93.8,6.04,0.8,0.538,8.03,0.18,0.31,0.95,-0.31,0.72,0.45,1.36,-89.3,STRI
1/22/2019 2:30,15478,27.76,54.31,57.17,35.3,35.85,93.6,6.02,0.8,0.538,8.03,0.3,0.25,0.78,-0.28,0.79,0.48,1.43,-89.2,STRI
1/22/2019 2:36,15479,27.76,54.31,57.18,35.3,35.85,93.2,6,0.8,0.533,8.03,0.27,0.3,0.93,-0.21,0.92,0.46,1.39,-89.1,STRI
1/22/2019 2:42,15480,27.76,54.31,57.17,35.3,35.85,93.9,6.04,0.8,0.537,8.03,0.3,0.3,0.91,-0.24,0.86,0.44,1.31,-89.3,STRI
1/22/2019 2:54,15481,27.75,54.31,57.16,35.3,35.85,93.4,6.01,0.8,0.532,8.03,0.27,0.23,0.73,-0.31,0.73,0.45,1.36,-89.1,STRI
1/22/2019 3:00,15482,27.71,54.31,57.12,35.3,35.85,94,6.05,0.79,0.529,8.03,0.26,0.32,0.97,-0.3,0.74,0.45,1.35,-89.2,STRI
1/22/2019 3:06,15483,27.71,54.31,57.12,35.3,35.85,94.1,6.07,0.79,0.531,8.04,0.25,0.29,0.9,-0.21,0.91,0.44,1.32,-89.3,STRI
1/22/2019 3:12,15484,27.72,54.31,57.13,35.3,35.85,94.3,6.07,0.79,0.528,8.04,0.32,0.31,0.97,-0.27,0.81,0.44,1.33,-89.3,STRI
1/22/2019 3:24,15485,27.71,54.3,57.12,35.3,35.85,93.5,6.03,0.79,0.529,8.03,0.27,0.29,0.91,-0.19,0.96,0.44,1.31,-89.2,STRI
1/22/2019 3:30,15486,27.7,54.3,57.1,35.3,35.85,93.9,6.05,0.78,0.524,8.03,0.28,0.27,0.84,-0.32,0.72,0.44,1.33,-89.2,STRI
1/22/2019 3:36,15487,27.69,54.31,57.1,35.3,35.85,93.7,6.04,0.78,0.525,8.03,0.27,0.25,0.79,-0.31,0.72,0.44,1.33,-89.2,STRI
1/22/2019 3:42,15488,27.69,54.31,57.1,35.3,35.85,92.6,5.97,0.78,0.519,8.03,0.33,0.25,0.79,-0.3,0.75,0.46,1.38,-89,STRI
1/22/2019 3:54,15489,27.68,54.31,57.1,35.3,35.86,92.6,5.97,0.78,0.52,8.03,0.3,0.3,0.93,-0.32,0.71,0.45,1.36,-89,STRI
1/22/2019 4:00,15490,27.66,54.3,57.07,35.3,35.85,92.9,5.99,0.78,0.519,8.03,0.28,0.3,0.93,-0.16,1.02,0.45,1.36,-89.1,STRI
1/22/2019 4:06,15491,27.67,54.31,57.08,35.3,35.85,93.1,6,0.77,0.516,8.03,0.29,0.31,0.97,-0.19,0.95,0.44,1.31,-89.1,STRI
1/22/2019 4:12,15492,27.68,54.31,57.08,35.3,35.85,93.3,6.01,0.77,0.518,8.03,0.28,0.21,0.66,-0.31,0.73,0.43,1.28,-89.2,STRI
1/22/2019 4:24,15493,27.68,54.31,57.09,35.3,35.85,93.3,6.01,0.78,0.521,8.03,0.25,0.29,0.9,-0.3,0.74,0.44,1.31,-89.2,STRI
1/22/2019 4:30,15494,27.67,54.3,57.07,35.29,35.85,94,6.06,0.78,0.519,8.04,0.3,0.26,0.81,-0.35,0.65,0.42,1.25,-89.3,STRI
1/22/2019 4:36,15495,27.67,54.3,57.07,35.3,35.85,94.2,6.07,0.77,0.514,8.04,0.27,0.29,0.9,-0.22,0.9,0.41,1.24,-89.3,STRI
1/22/2019 4:42,15496,27.67,54.3,57.07,35.3,35.85,94.5,6.09,0.77,0.517,8.04,0.21,0.23,0.73,-0.36,0.63,0.4,1.2,-89.3,STRI
1/22/2019 4:54,15497,27.68,54.3,57.08,35.29,35.85,94.7,6.1,0.77,0.514,8.04,0.26,0.23,0.73,-0.39,0.57,0.41,1.22,-89.4,STRI
1/22/2019 5:00,15498,27.68,54.3,57.08,35.29,35.84,94.6,6.1,0.77,0.518,8.04,0.34,0.26,0.81,-0.25,0.84,0.4,1.21,-89.3,STRI
1/22/2019 5:06,15499,27.66,54.3,57.06,35.29,35.84,93.6,6.04,0.78,0.521,8.03,0.23,0.25,0.78,-0.3,0.75,0.41,1.23,-89.2,STRI
1/22/2019 5:12,15500,27.65,54.3,57.05,35.29,35.84,94.5,6.09,0.78,0.522,8.04,0.3,0.29,0.89,-0.28,0.78,0.41,1.23,-89.3,STRI
1/22/2019 5:24,15501,27.65,54.29,57.04,35.29,35.84,94.4,6.09,0.79,0.525,8.04,0.22,0.22,0.68,-0.33,0.68,0.4,1.2,-89.3,STRI
1/22/2019 5:30,15502,27.64,54.29,57.03,35.29,35.84,93.4,6.03,0.79,0.529,8.03,0.32,0.26,0.8,-0.29,0.76,0.41,1.22,-89.2,STRI
1/22/2019 5:36,15503,27.63,54.29,57.02,35.29,35.84,93.7,6.04,0.79,0.526,8.03,0.21,0.22,0.7,-0.34,0.66,0.39,1.17,-89.2,STRI
1/22/2019 5:42,15504,27.63,54.29,57.02,35.29,35.84,93.3,6.02,0.79,0.531,8.03,0.24,0.3,0.92,-0.29,0.77,0.41,1.22,-89,STRI
1/22/2019 5:54,15505,27.62,54.29,57.01,35.29,35.84,92.8,5.99,0.79,0.527,8.03,0.26,0.25,0.78,-0.27,0.8,0.41,1.23,-89,STRI
1/22/2019 6:00,15506,27.61,54.29,57,35.29,35.84,92.5,5.97,0.8,0.536,8.03,0.22,0.23,0.71,-0.32,0.71,0.41,1.24,-88.9,STRI
1/22/2019 6:06,15507,27.61,54.29,57,35.29,35.84,92.6,5.98,0.8,0.534,8.03,0.26,0.25,0.79,-0.31,0.72,0.41,1.22,-89,STRI
1/22/2019 6:12,15508,27.6,54.29,56.98,35.29,35.84,93,6,0.8,0.535,8.03,0.39,0.29,0.89,-0.31,0.73,0.4,1.19,-89,STRI
1/22/2019 6:24,15509,27.6,54.29,56.99,35.29,35.84,92.7,5.99,0.8,0.539,8.03,0.28,0.22,0.7,-0.34,0.66,0.39,1.18,-88.9,STRI
1/22/2019 6:30,15510,27.59,54.3,56.98,35.29,35.85,92.8,5.99,0.81,0.543,8.03,0.37,0.27,0.85,-0.27,0.8,0.42,1.25,-88.9,STRI
1/22/2019 6:36,15511,27.59,54.29,56.97,35.29,35.84,92.7,5.99,0.8,0.538,8.03,0.24,0.27,0.83,-0.39,0.58,0.39,1.18,-88.9,STRI
1/22/2019 6:42,15512,27.6,54.29,56.98,35.29,35.84,92.7,5.98,0.81,0.54,8.03,0.32,0.32,0.98,-0.29,0.77,0.41,1.22,-88.9,STRI
1/22/2019 6:54,15513,27.6,54.29,56.98,35.29,35.84,92.4,5.96,0.81,0.542,8.03,0.3,0.32,0.98,-0.22,0.91,0.41,1.22,-88.8,STRI
1/22/2019 7:00,15514,27.6,54.29,56.99,35.29,35.84,92.1,5.94,0.82,0.546,8.03,0.26,0.32,1,-0.22,0.91,0.41,1.24,-88.8,STRI
1/22/2019 7:06,15515,27.6,54.29,56.98,35.29,35.84,92,5.94,0.82,0.549,8.03,0.22,0.29,0.89,-0.24,0.86,0.41,1.22,-88.7,STRI
1/22/2019 7:12,15516,27.6,54.29,56.99,35.29,35.84,91.5,5.91,0.82,0.549,8.02,0.21,0.28,0.86,-0.33,0.7,0.4,1.21,-88.7,STRI
1/22/2019 7:24,15517,27.6,54.29,56.99,35.29,35.84,91.7,5.92,0.83,0.558,8.02,0.27,0.29,0.89,-0.3,0.75,0.4,1.2,-88.7,STRI
1/22/2019 7:30,15518,27.61,54.29,57,35.29,35.84,91.4,5.9,0.85,0.572,8.02,0.33,0.3,0.93,-0.25,0.84,0.4,1.21,-88.7,STRI
1/22/2019 7:36,15519,27.61,54.29,57,35.29,35.84,91.2,5.89,0.85,0.567,8.02,0.24,0.23,0.72,-0.31,0.72,0.4,1.2,-88.6,STRI
1/22/2019 7:42,15520,27.61,54.29,56.99,35.29,35.84,91.4,5.9,0.85,0.571,8.02,0.26,0.26,0.81,-0.36,0.64,0.38,1.15,-88.7,STRI
1/22/2019 7:54,15521,27.62,54.29,57.01,35.29,35.84,91.2,5.88,0.86,0.577,8.02,0.24,0.25,0.78,-0.31,0.72,0.39,1.16,-88.6,STRI
1/22/2019 8:00,15522,27.62,54.29,57.01,35.29,35.84,91.1,5.88,0.88,0.592,8.02,0.33,0.25,0.79,-0.35,0.64,0.37,1.11,-88.7,STRI
1/22/2019 8:06,15523,27.62,54.29,57.01,35.29,35.84,91.4,5.89,0.89,0.596,8.03,0.37,0.27,0.83,-0.32,0.71,0.37,1.1,-88.7,STRI
1/22/2019 8:12,15524,27.63,54.29,57.02,35.29,35.84,91.5,5.9,0.89,0.597,8.03,0.25,0.22,0.68,-0.26,0.82,0.36,1.08,-88.7,STRI
1/22/2019 8:24,15525,27.62,54.29,57.01,35.29,35.84,91.4,5.9,0.89,0.601,8.03,0.36,0.22,0.68,-0.29,0.76,0.37,1.11,-88.7,STRI
1/22/2019 8:30,15526,27.62,54.3,57.01,35.29,35.85,91.6,5.91,0.92,0.622,8.03,0.28,0.19,0.61,-0.37,0.62,0.36,1.07,-88.8,STRI
1/22/2019 8:36,15527,27.63,54.29,57.02,35.29,35.84,92.2,5.95,0.94,0.63,8.03,0.29,0.21,0.65,-0.36,0.63,0.34,1.01,-88.9,STRI
1/22/2019 8:42,15528,27.63,54.29,57.02,35.29,35.84,91.8,5.92,0.94,0.635,8.03,0.21,0.18,0.57,-0.44,0.48,0.35,1.06,-88.8,STRI
1/22/2019 8:54,15529,27.64,54.29,57.03,35.29,35.84,92,5.93,0.95,0.64,8.03,0.25,0.18,0.58,-0.39,0.57,0.36,1.09,-88.9,STRI
1/22/2019 9:00,15530,27.65,54.29,57.04,35.29,35.84,92.5,5.96,0.97,0.656,8.03,0.27,0.23,0.72,-0.31,0.72,0.34,1.03,-89,STRI
1/22/2019 9:06,15531,27.66,54.3,57.05,35.29,35.84,92.9,5.99,0.98,0.66,8.03,0.29,0.18,0.59,-0.35,0.65,0.34,1.01,-89.1,STRI
1/22/2019 9:12,15532,27.67,54.3,57.06,35.29,35.85,93.1,6,0.98,0.663,8.03,0.24,0.19,0.6,-0.4,0.55,0.34,1.01,-89.1,STRI
1/22/2019 9:24,15533,27.67,54.3,57.06,35.29,35.84,93.2,6.01,1.01,0.68,8.03,0.2,0.19,0.59,-0.49,0.39,0.33,0.99,-89.2,STRI
1/22/2019 9:30,15534,27.67,54.29,57.06,35.29,35.84,93.6,6.03,1.02,0.689,8.03,0.17,0.2,0.63,-0.43,0.5,0.32,0.96,-89.2,STRI
1/22/2019 9:36,15535,27.68,54.29,57.07,35.29,35.84,93.9,6.05,1.03,0.693,8.04,0.22,0.19,0.62,-0.39,0.57,0.32,0.97,-89.3,STRI
1/22/2019 9:42,15536,27.67,54.3,57.07,35.29,35.85,93.8,6.05,1.05,0.705,8.04,0.2,0.2,0.63,-0.42,0.52,0.31,0.94,-89.3,STRI
1/22/2019 9:54,15537,27.68,54.3,57.07,35.29,35.85,94.1,6.07,1.05,0.71,8.04,0.25,0.17,0.55,-0.49,0.38,0.31,0.94,-89.3,STRI
1/22/2019 10:00,15538,27.69,54.3,57.09,35.29,35.84,95.3,6.14,1.07,0.72,8.04,0.33,0.17,0.54,-0.44,0.48,0.34,1.01,-89.6,STRI
1/22/2019 10:06,15539,27.7,54.3,57.09,35.29,35.84,95.4,6.15,1.08,0.726,8.04,0.2,0.17,0.53,-0.44,0.48,0.33,1,-89.6,STRI
1/22/2019 10:12,15540,27.71,54.3,57.11,35.3,35.85,95.6,6.16,1.09,0.737,8.04,0.24,0.17,0.55,-0.4,0.55,0.32,0.95,-89.7,STRI
1/22/2019 10:24,15541,27.72,54.3,57.11,35.29,35.84,96.2,6.2,1.1,0.74,8.04,0.2,0.19,0.6,-0.46,0.45,0.31,0.92,-89.8,STRI
1/22/2019 10:30,15542,27.73,54.3,57.13,35.29,35.84,96.9,6.24,1.12,0.755,8.05,0.18,0.18,0.58,-0.47,0.42,0.31,0.94,-89.9,STRI
1/22/2019 10:36,15543,27.76,54.3,57.16,35.3,35.85,95.9,6.18,1.13,0.76,8.04,0.25,0.17,0.54,-0.42,0.51,0.3,0.9,-89.7,STRI
1/22/2019 10:42,15544,27.77,54.31,57.18,35.3,35.85,96,6.18,1.14,0.768,8.04,0.24,0.13,0.42,-0.4,0.55,0.28,0.84,-89.7,STRI
1/22/2019 10:54,15545,27.78,54.3,57.19,35.3,35.85,96.5,6.21,1.14,0.773,8.04,0.19,0.15,0.5,-0.5,0.35,0.28,0.84,-89.8,STRI
1/22/2019 11:00,15546,27.82,54.31,57.23,35.3,35.85,99.1,6.38,1.16,0.785,8.05,0.21,0.14,0.46,-0.43,0.49,0.31,0.92,-90.4,STRI
1/22/2019 11:06,15547,27.83,54.31,57.24,35.3,35.85,99.3,6.38,1.17,0.791,8.05,0.21,0.14,0.46,-0.5,0.36,0.3,0.9,-90.4,STRI
1/22/2019 11:12,15548,27.84,54.31,57.26,35.3,35.85,99.7,6.41,1.18,0.799,8.05,0.28,0.14,0.47,-0.42,0.51,0.31,0.93,-90.4,STRI
1/22/2019 11:24,15549,27.86,54.31,57.27,35.3,35.85,99.7,6.41,1.19,0.807,8.06,0.31,0.2,0.63,-0.44,0.48,0.3,0.9,-90.5,STRI
1/22/2019 11:30,15550,27.9,54.31,57.31,35.3,35.85,99.2,6.37,1.21,0.815,8.05,0.19,0.14,0.46,-0.55,0.26,0.27,0.82,-90.4,STRI
1/22/2019 11:36,15551,27.92,54.31,57.34,35.3,35.85,100.5,6.45,1.22,0.823,8.06,0.18,0.13,0.42,-0.46,0.44,0.28,0.83,-90.6,STRI
1/22/2019 11:42,15552,27.94,54.31,57.36,35.3,35.85,101.3,6.5,1.22,0.828,8.06,0.21,0.12,0.4,-0.5,0.37,0.29,0.88,-90.7,STRI
1/22/2019 11:54,15553,27.97,54.31,57.39,35.3,35.85,102.2,6.55,1.23,0.831,8.06,0.23,0.16,0.51,-0.38,0.59,0.29,0.86,-90.9,STRI
1/22/2019 12:00,15554,27.98,54.31,57.4,35.3,35.84,103.9,6.66,1.24,0.841,8.07,0.26,0.16,0.51,-0.35,0.65,0.28,0.85,-91.2,STRI
1/22/2019 12:06,15555,27.98,54.31,57.41,35.3,35.85,104.6,6.71,1.26,0.851,8.07,0.2,0.21,0.66,-0.38,0.59,0.29,0.87,-91.3,STRI
1/22/2019 12:12,15556,27.99,54.31,57.42,35.3,35.85,105.6,6.77,1.26,0.85,8.07,0.25,0.26,0.8,-0.18,0.97,0.29,0.88,-91.5,STRI
1/22/2019 12:24,15557,28.02,54.31,57.44,35.3,35.85,106.5,6.82,1.26,0.855,8.08,0.21,0.24,0.76,-0.13,1.07,0.29,0.88,-91.7,STRI
1/22/2019 12:30,15558,28.06,54.32,57.49,35.31,35.85,108.3,6.94,1.28,0.863,8.08,0.21,0.24,0.74,-0.2,0.94,0.3,0.89,-92.1,STRI
